time_entry_id,project_id,work_date,employee_id,trade,regular_hours,overtime_hours,hourly_rate,labor_cost
TE001281,P007,2024-01-24,E219,Laborer,33.44,7.58,33.93,1520.4
TE001282,P007,2024-02-28,E101,Carpenter,34.98,0,38.07,1331.69
TE001283,P007,2023-11-30,E225,Laborer,40.2,0,33.66,1353.13
TE001284,P007,2024-01-22,E312,Superintendent,43.2,1.98,55.07,2542.58
TE001285,P007,2024-03-07,E202,Laborer,35.39,0,35.5,1256.35
TE001286,P007,2023-11-07,E104,Carpenter,45.54,0,47.96,2184.1
TE001287,P007,2023-11-23,E219,Laborer,40.82,0,33.25,1357.27
TE001288,P007,2024-04-30,E207,Laborer,32.21,0,29,934.09
TE001289,P007,2024-03-22,E128,Carpenter,30.1,0,38.91,1171.19
TE001290,P007,2023-11-24,E115,Carpenter,43.93,3.96,43.18,2153.39
TE001291,P007,2023-11-19,E101,Carpenter,42.53,0,40.06,1703.75
TE001292,P007,2023-10-20,E301,Superintendent,35.57,4.86,64.83,2778.61
TE001293,P007,2024-01-07,E405,Finisher,43.72,0,36.79,1608.46
TE001294,P007,2024-03-23,E104,Carpenter,39.72,1.8,40.61,1722.68
TE001295,P007,2024-04-05,E225,Laborer,38.75,2.43,28.97,1228.18
TE001296,P007,2023-10-14,E401,Finisher,31.02,0,42.86,1329.52
TE001297,P007,2024-02-18,E231,Laborer,31.14,0,28.62,891.23
TE001298,P007,2024-03-11,E231,Laborer,30.52,0,27.22,830.75
TE001299,P007,2024-04-24,E423,Finisher,33.87,3.05,45.65,1755.01
TE001300,P007,2023-10-05,E417,Finisher,35.38,0,37.31,1320.03
TE001301,P007,2024-01-08,E104,Carpenter,32.49,6.34,38.3,1608.6
TE001302,P007,2024-02-10,E417,Finisher,33.66,0,44.82,1508.64
TE001303,P007,2023-11-20,E405,Finisher,35.49,0,48.19,1710.26
TE001304,P007,2024-02-22,E231,Laborer,37.52,2.07,35.15,1427.97
TE001305,P007,2023-10-19,E401,Finisher,30.68,0,48.68,1493.5
TE001306,P007,2024-03-17,E101,Carpenter,34.13,0,49.67,1695.24
TE001307,P007,2024-01-12,E107,Carpenter,35.35,0,45.63,1613.02
TE001308,P007,2024-02-01,E312,Superintendent,42.16,0,62.9,2651.86
TE001309,P007,2024-03-26,E128,Carpenter,32.95,0,48.55,1599.72
TE001310,P007,2024-01-19,E115,Carpenter,36.9,8.38,50.25,2485.87
TE001311,P007,2024-01-05,E405,Finisher,41.24,0,48.6,2004.26
TE001312,P007,2024-01-07,E134,Carpenter,43.24,0,45.2,1954.45
TE001313,P007,2024-02-29,E423,Finisher,36.18,0,45.37,1641.49
TE001314,P007,2023-11-09,E405,Finisher,44.84,0,47.88,2146.94
TE001315,P007,2023-12-24,E202,Laborer,33.82,0,29.28,990.25
TE001316,P007,2024-01-02,E115,Carpenter,41.99,0,40.13,1685.06
TE001317,P007,2023-12-25,E231,Laborer,42.69,0,30.25,1291.37
TE001318,P007,2024-05-09,E107,Carpenter,37.38,0,47.69,1782.65
TE001319,P007,2024-01-28,E115,Carpenter,42.82,0,45.72,1957.73
TE001320,P007,2024-03-07,E219,Laborer,44.23,3.71,28.96,1442.06
TE001321,P007,2023-11-12,E225,Laborer,43.73,0,31.08,1359.13
TE001322,P007,2024-04-07,E134,Carpenter,45.36,0,43.04,1952.29
TE001323,P007,2024-01-12,E104,Carpenter,34.95,0,44.81,1566.11
TE001324,P007,2023-11-30,E134,Carpenter,35.09,0,38.26,1342.54
TE001325,P007,2023-12-03,E304,Superintendent,42.58,0,56.59,2409.6
TE001326,P007,2024-02-04,E128,Carpenter,36.07,0,47.49,1712.96
TE001327,P007,2023-11-13,E312,Superintendent,35.23,0,61.1,2152.55
TE001328,P007,2023-12-29,E231,Laborer,34.28,0,35.31,1210.43
TE001329,P007,2024-03-24,E423,Finisher,40.28,0,38.72,1559.64
TE001330,P007,2024-03-27,E207,Laborer,41.93,6.35,36.01,1852.89
TE001331,P007,2024-03-06,E107,Carpenter,35.03,0,49.95,1749.75
TE001332,P007,2024-02-17,E219,Laborer,37.35,0,34.63,1293.43
TE001333,P007,2024-03-08,E128,Carpenter,41.27,0,38.12,1573.21
TE001334,P007,2023-12-07,E304,Superintendent,44.63,0,55.12,2460.01
TE001335,P007,2023-12-13,E312,Superintendent,33.16,0,62.17,2061.56
TE001336,P007,2023-12-31,E134,Carpenter,31.53,0,39.78,1254.26
TE001337,P007,2024-04-19,E417,Finisher,43.3,8.46,39.47,2209.93
TE001338,P007,2023-10-19,E401,Finisher,43.51,0,48.57,2113.28
TE001339,P007,2023-12-19,E101,Carpenter,32.68,0,48.08,1571.25
TE001340,P007,2024-03-25,E207,Laborer,41.68,7.64,27.96,1485.79
TE001341,P007,2024-03-05,E401,Finisher,40,0,39.13,1565.2
TE001342,P007,2023-12-21,E128,Carpenter,39.49,1.83,41.5,1752.75
TE001343,P007,2024-03-21,E231,Laborer,33.97,0,27.75,942.67
TE001344,P007,2024-04-18,E115,Carpenter,33.69,0,45.91,1546.71
TE001345,P007,2023-12-13,E101,Carpenter,44.97,7.31,40.05,2240.2
TE001346,P007,2023-11-25,E128,Carpenter,35.53,0,42.35,1504.7
TE001347,P007,2023-11-11,E423,Finisher,31.52,0,47.95,1511.38
TE001348,P007,2024-03-27,E115,Carpenter,38.06,8,39.65,1984.88
TE001349,P007,2024-01-22,E401,Finisher,34.67,0,40.18,1393.04
TE001350,P007,2023-12-31,E312,Superintendent,37.59,0,53.35,2005.43
TE001351,P007,2023-10-24,E202,Laborer,33.83,0,33.59,1136.35
TE001352,P007,2023-12-09,E107,Carpenter,39.46,0,48.2,1901.97
TE001353,P007,2023-12-13,E107,Carpenter,34.01,0,46.29,1574.32
TE001354,P007,2024-03-05,E202,Laborer,41.53,0,28.04,1164.5
TE001355,P007,2024-01-05,E202,Laborer,43.08,0,32.95,1419.49
TE001356,P007,2024-02-11,E104,Carpenter,41.98,0,44.27,1858.45
TE001357,P007,2023-12-08,E423,Finisher,41.36,3.65,36.75,1721.19
TE001358,P007,2023-10-28,E301,Superintendent,36.88,0,63.42,2338.93
TE001359,P007,2023-11-13,E115,Carpenter,31.01,0,43.59,1351.73
TE001360,P007,2024-01-23,E304,Superintendent,37.73,6.74,67.94,3250.25
TE001361,P007,2023-11-30,E219,Laborer,40.02,0,35.41,1417.11
TE001362,P007,2024-03-24,E417,Finisher,31.34,0,39.47,1236.99
TE001363,P007,2024-02-02,E207,Laborer,30.68,0,29.53,905.98
TE001364,P007,2024-02-10,E417,Finisher,45.98,0,43.87,2017.14
TE001365,P007,2023-11-08,E312,Superintendent,44.79,0,61.46,2752.79
TE001366,P007,2023-10-18,E423,Finisher,39.97,0,39.71,1587.21
TE001367,P007,2024-01-30,E115,Carpenter,37.25,0,48.9,1821.52
TE001368,P007,2023-10-12,E104,Carpenter,38.95,0,38.41,1496.07
TE001369,P007,2024-01-09,E101,Carpenter,30.03,0,42.09,1263.96
TE001370,P007,2024-03-20,E115,Carpenter,30.53,0,44.47,1357.67
TE001371,P007,2024-01-18,E101,Carpenter,32.69,0,49.27,1610.64
TE001372,P007,2023-12-15,E104,Carpenter,34.21,7.98,43.42,2005.14
TE001373,P007,2024-01-11,E207,Laborer,38.85,6.89,29.43,1447.51
TE001374,P007,2024-02-07,E225,Laborer,30.49,7.67,31.45,1320.74
TE001375,P007,2024-05-08,E107,Carpenter,34.85,0,47.67,1661.3
TE001376,P007,2024-01-18,E107,Carpenter,31.83,0,41.66,1326.04
TE001377,P007,2024-01-14,E134,Carpenter,31.29,7.2,51.83,2181.52
TE001378,P007,2024-03-25,E101,Carpenter,39.54,0,51.15,2022.47
TE001379,P007,2024-04-02,E104,Carpenter,33.43,0,41.03,1371.63
TE001380,P007,2024-01-02,E225,Laborer,38.79,0,29.97,1162.54
TE001381,P007,2023-12-01,E107,Carpenter,43.61,0,39.82,1736.55
TE001382,P007,2024-03-23,E104,Carpenter,42.85,0,39.87,1708.43
TE001383,P007,2024-02-24,E104,Carpenter,40,0,42.75,1710
TE001384,P007,2023-11-07,E115,Carpenter,44.95,0,39.9,1793.51
TE001385,P007,2024-02-26,E101,Carpenter,30.15,0,39.98,1205.4
TE001386,P007,2024-02-03,E115,Carpenter,40.12,0,43.36,1739.6
TE001387,P007,2024-03-15,E128,Carpenter,31.95,0,42.32,1352.12
TE001388,P007,2024-01-19,E107,Carpenter,41.91,0,49.47,2073.29
TE001389,P007,2023-12-29,E202,Laborer,36.24,0,34.62,1254.63
TE001390,P007,2024-01-18,E312,Superintendent,34.75,0,58.81,2043.65
TE001391,P007,2023-12-19,E134,Carpenter,33.3,0,49.18,1637.69
TE001392,P007,2023-12-15,E301,Superintendent,32.55,0,54.07,1759.98
TE001393,P007,2024-02-17,E104,Carpenter,40.55,0,45.33,1838.13
TE001394,P007,2024-01-22,E107,Carpenter,30.07,1.87,39.2,1288.7
TE001395,P007,2024-03-09,E101,Carpenter,34.68,0,40.46,1403.15
TE001396,P007,2024-04-17,E401,Finisher,35.44,0,37.45,1327.23
TE001397,P007,2024-04-02,E104,Carpenter,40.25,0,50.48,2031.82
TE001398,P007,2023-10-05,E219,Laborer,34.21,0,33.39,1142.27
TE001399,P007,2023-11-20,E405,Finisher,40.31,8,45.23,2365.98
TE001400,P007,2024-03-01,E107,Carpenter,43.64,0,46.93,2048.03
TE001401,P007,2023-12-24,E423,Finisher,42.5,5.14,41.7,2093.76
TE001402,P007,2023-12-30,E104,Carpenter,34.15,0,38.29,1307.6
TE001403,P007,2024-04-18,E231,Laborer,32.31,6.53,30.23,1272.83
TE001404,P007,2024-04-24,E417,Finisher,43.31,0,39.34,1703.82
TE001405,P007,2024-01-10,E401,Finisher,37.61,3.32,40.43,1721.91
TE001406,P007,2024-03-18,E115,Carpenter,40.12,0,42.86,1719.54
TE001407,P007,2024-05-07,E107,Carpenter,45.48,0,48.27,2195.32
TE001408,P007,2023-12-19,E405,Finisher,30.05,0,45.53,1368.18
TE001409,P007,2023-10-13,E202,Laborer,30.77,7.24,35.68,1485.36
TE001410,P007,2024-03-19,E128,Carpenter,43.1,0,45.62,1966.22
TE001411,P007,2023-11-08,E207,Laborer,38.15,0,34.9,1331.43
TE001412,P007,2024-01-13,E202,Laborer,37.02,2.37,32.03,1299.62
TE001413,P007,2024-05-01,E225,Laborer,42.88,1.51,37.02,1671.27
TE001414,P007,2024-03-05,E101,Carpenter,30.38,0,45.99,1397.18
TE001415,P007,2023-11-24,E225,Laborer,40.34,0,36.69,1480.07
TE001416,P007,2024-04-15,E134,Carpenter,30.47,7.89,44.09,1865.23
TE001417,P007,2023-12-25,E312,Superintendent,38.59,0,53.51,2064.95
TE001418,P007,2024-01-21,E101,Carpenter,41.75,0,48.38,2019.87
TE001419,P007,2023-10-13,E301,Superintendent,39.6,1.97,56.23,2392.87
TE001420,P007,2024-01-01,E207,Laborer,40.04,3.02,32.3,1439.61
TE001421,P007,2024-03-05,E101,Carpenter,42.63,0,50.69,2160.91
TE001422,P007,2024-03-07,E104,Carpenter,42.33,7.46,48,2568.96
TE001423,P007,2024-01-28,E107,Carpenter,41.08,7.7,43.59,2294.14
TE001424,P007,2024-02-06,E104,Carpenter,36.29,5.79,50.04,2250.55
TE001425,P007,2023-12-04,E417,Finisher,38.52,0,36.81,1417.92
TE001426,P007,2023-10-12,E207,Laborer,30.88,0,33.88,1046.21
TE001427,P007,2024-01-28,E401,Finisher,43.47,0,48.03,2087.86
TE001428,P007,2024-04-06,E312,Superintendent,30.17,0,64.01,1931.18
TE001429,P007,2024-02-28,E107,Carpenter,30.32,0,43.3,1312.86
TE001430,P007,2024-01-24,E423,Finisher,45.64,0,47.31,2159.23
TE001431,P007,2023-12-08,E107,Carpenter,34.22,0,42.5,1454.35
TE001432,P007,2024-03-18,E309,Superintendent,45.78,0,67.9,3108.46
TE001433,P007,2024-02-03,E219,Laborer,31.87,4.68,34.29,1333.54
TE001434,P007,2023-10-09,E104,Carpenter,32.81,0,48.86,1603.1
TE001435,P007,2024-05-08,E405,Finisher,35.72,0,36.72,1311.64
TE001436,P007,2024-02-28,E405,Finisher,35.38,0,38.75,1370.98
TE001437,P007,2024-03-06,E115,Carpenter,45.59,7.28,42.66,2410.72
TE001438,P007,2024-03-17,E115,Carpenter,33.26,0,39.61,1317.43
TE001439,P007,2024-02-09,E225,Laborer,35.55,7.04,31.34,1445.09
TE001440,P007,2023-10-15,E128,Carpenter,36.26,3.98,47.39,2001.28
TE001441,P007,2023-11-26,E115,Carpenter,43.99,0,45.96,2021.78
TE001442,P007,2024-01-15,E231,Laborer,36.21,4.71,27.46,1188.33
TE001443,P007,2024-02-17,E134,Carpenter,43.11,0,50.64,2183.09
TE001444,P007,2024-02-22,E104,Carpenter,39.81,0,50.04,1992.09
TE001445,P007,2023-10-29,E104,Carpenter,45.14,8.05,41.89,2396.74
TE001446,P007,2024-02-07,E304,Superintendent,37.81,7.18,58.28,2831.24
TE001447,P007,2024-03-22,E405,Finisher,40.04,0,41.77,1672.47
TE001448,P007,2023-12-27,E304,Superintendent,41.03,0,67.25,2759.27
TE001449,P007,2024-04-20,E128,Carpenter,39.95,4.52,50.75,2371.55
TE001450,P007,2024-04-11,E225,Laborer,39.64,3.26,30.89,1375.53
TE001451,P007,2024-04-24,E231,Laborer,35.51,0,29.54,1048.97
TE001452,P007,2024-01-20,E104,Carpenter,35.06,4.51,38.36,1604.41
TE001453,P007,2024-05-04,E104,Carpenter,44.41,0,40.23,1786.61
TE001454,P007,2024-02-27,E231,Laborer,37.98,0,33.84,1285.24
TE001455,P007,2023-11-07,E207,Laborer,30.45,5.35,27.31,1050.75
TE001456,P007,2024-01-29,E104,Carpenter,34.38,0,42.08,1446.71
TE001457,P007,2024-01-08,E128,Carpenter,43.16,0,41.73,1801.07
TE001458,P007,2023-12-18,E231,Laborer,40.84,0,31.03,1267.27
TE001459,P007,2023-11-18,E301,Superintendent,39.88,0,60.28,2403.97
TE001460,P007,2023-11-13,E231,Laborer,36.36,8.67,33.94,1675.45
TE001461,P007,2024-02-10,E128,Carpenter,31.86,0,41.87,1333.98
TE001462,P007,2024-04-23,E304,Superintendent,34.03,0,59.77,2033.97
TE001463,P007,2023-10-07,E219,Laborer,37.06,0,35.63,1320.45
TE001464,P007,2024-01-22,E101,Carpenter,30.31,4.99,50.11,1893.91
TE001465,P007,2024-04-28,E304,Superintendent,30.23,0,56.21,1699.23
TE001466,P007,2024-03-13,E417,Finisher,42.27,0,37.49,1584.7
TE001467,P007,2024-03-31,E128,Carpenter,30.63,0,48.4,1482.49
TE001468,P007,2024-05-05,E423,Finisher,33.57,0,40.22,1350.19
TE001469,P007,2024-02-18,E423,Finisher,37.31,0,47.14,1758.79
TE001470,P007,2023-12-07,E231,Laborer,37.42,0,28.69,1073.58
TE001471,P007,2024-02-26,E202,Laborer,42.01,0,35.84,1505.64
TE001472,P007,2024-03-17,E128,Carpenter,34.48,0,41.36,1426.09
TE001473,P007,2023-11-29,E423,Finisher,38.42,0,40.98,1574.45
TE001474,P007,2023-10-16,E301,Superintendent,41.64,0,53.27,2218.16
TE001475,P007,2024-04-24,E207,Laborer,32.41,1.65,27.58,962.13
TE001476,P007,2023-12-17,E104,Carpenter,43.67,8.56,43.41,2453.1
TE001477,P007,2024-03-11,E128,Carpenter,33.92,0,49.76,1687.86
TE001478,P007,2024-02-10,E128,Carpenter,36.77,1.92,48.08,1906.37
TE001479,P007,2024-02-21,E401,Finisher,36.25,0,44.82,1624.72
TE001480,P007,2023-12-10,E207,Laborer,41.34,0,27.59,1140.57
TE001481,P007,2024-01-17,E104,Carpenter,40.66,6.23,43.32,2166.22
TE001482,P007,2023-11-02,E101,Carpenter,41.78,0,45.77,1912.27
TE001483,P007,2024-04-13,E104,Carpenter,44.66,0,41.27,1843.12
TE001484,P007,2023-12-06,E104,Carpenter,41.86,0,43.5,1820.91
TE001485,P007,2024-04-18,E207,Laborer,44.04,2.45,37.8,1803.63
TE001486,P007,2023-11-28,E128,Carpenter,33.18,0,44.33,1470.87
TE001487,P007,2024-03-23,E312,Superintendent,34.01,0,55.92,1901.84
TE001488,P007,2024-04-02,E405,Finisher,31.18,0,40.75,1270.59
TE001489,P007,2024-05-04,E231,Laborer,34.38,0,34.63,1190.58
TE001490,P007,2023-12-14,E309,Superintendent,36.2,0,52.11,1886.38
TE001491,P007,2024-04-20,E231,Laborer,34.89,0,28.95,1010.07
TE001492,P007,2024-04-17,E423,Finisher,30.8,0,39.65,1221.22
TE001493,P007,2024-03-27,E202,Laborer,32.92,7.77,30.07,1340.37
TE001494,P007,2024-04-17,E107,Carpenter,30.82,0,51.29,1580.76
TE001495,P007,2023-11-01,E405,Finisher,34.54,0,44.32,1530.81
TE001496,P007,2024-04-24,E128,Carpenter,43.31,0,48.02,2079.75
TE001497,P007,2024-02-26,E417,Finisher,35.14,0,38.7,1359.92
TE001498,P007,2023-10-27,E301,Superintendent,35.34,0,65.53,2315.83
TE001499,P007,2024-01-10,E401,Finisher,45.36,0,43.85,1989.04
TE001500,P007,2023-10-19,E207,Laborer,37.56,4.31,36.23,1595.03
TE001501,P007,2024-04-13,E134,Carpenter,41.92,0,45.95,1926.22
TE001502,P007,2023-11-25,E101,Carpenter,33.8,0,47.4,1602.12
TE001503,P007,2023-11-30,E134,Carpenter,37.25,0,49.09,1828.6
TE001504,P007,2024-01-25,E405,Finisher,44.62,0,36.47,1627.29
TE001505,P007,2023-12-20,E304,Superintendent,38.79,0,67.37,2613.28
TE001506,P007,2024-03-11,E417,Finisher,35.99,0,38.64,1390.65
TE001507,P007,2023-12-17,E115,Carpenter,41.28,6.31,47.7,2420.54
TE001508,P007,2023-10-22,E401,Finisher,30.97,0,40.48,1253.67
TE001509,P007,2023-10-10,E417,Finisher,31.95,0,48.93,1563.31
TE001510,P007,2023-11-02,E134,Carpenter,44.71,0,46.11,2061.58
TE001511,P007,2023-11-29,E104,Carpenter,34.33,0,50.02,1717.19
TE001512,P007,2024-01-14,E219,Laborer,44.09,0,36.71,1618.54
TE001513,P007,2024-02-12,E231,Laborer,39.05,0,28.56,1115.27
TE001514,P007,2023-12-04,E219,Laborer,31.37,0,27.87,874.28
TE001515,P007,2024-02-25,E104,Carpenter,40.4,0,41.73,1685.89
TE001516,P007,2024-02-12,E219,Laborer,44.87,0,34.66,1555.19
TE001517,P007,2024-03-23,E304,Superintendent,30.05,1.81,54.45,1784.05
TE001518,P007,2024-04-09,E207,Laborer,32,0,32.49,1039.68
TE001519,P007,2024-02-28,E309,Superintendent,43.46,2.96,56,2682.4
TE001520,P007,2024-02-26,E219,Laborer,35.21,0,30.56,1076.02
TE001521,P007,2024-01-18,E301,Superintendent,36.12,0,57.23,2067.15
TE001522,P007,2023-12-16,E128,Carpenter,42.39,1.71,42.42,1906.99
TE001523,P007,2024-04-23,E202,Laborer,45.45,2.54,36.37,1791.59
TE001524,P007,2023-10-12,E219,Laborer,37.17,0,32.94,1224.38
TE001525,P007,2024-04-05,E219,Laborer,40.15,0,31.26,1255.09
TE001526,P007,2024-01-27,E207,Laborer,44.95,0,34.4,1546.28
TE001527,P007,2023-10-22,E202,Laborer,39.82,0,29.21,1163.14
TE001528,P007,2024-01-29,E309,Superintendent,45.12,0,57.35,2587.63
TE001529,P007,2024-01-07,E423,Finisher,30.5,0,42.75,1303.88
TE001530,P007,2024-03-13,E231,Laborer,45.54,0,29.1,1325.21
TE001531,P007,2023-12-06,E107,Carpenter,39.81,0,44.59,1775.13
TE001532,P007,2024-03-26,E202,Laborer,34.12,0,31.06,1059.77
TE001533,P007,2024-03-04,E312,Superintendent,39.7,0,57.96,2301.01
TE001534,P007,2024-02-01,E225,Laborer,39.82,0,30.68,1221.68
TE001535,P007,2023-11-28,E128,Carpenter,39.8,0,43.17,1718.17
TE001536,P007,2023-11-11,E417,Finisher,30.27,0,43.41,1314.02
TE001537,P007,2024-04-07,E301,Superintendent,42.31,0,67.88,2872
TE001538,P007,2024-02-28,E309,Superintendent,32.23,6.29,55.42,2309.07
TE001539,P007,2024-03-31,E104,Carpenter,45.82,0,45.72,2094.89
TE001540,P007,2024-05-09,E309,Superintendent,40.13,0,61.6,2472.01
TE001541,P007,2023-12-29,E134,Carpenter,45.22,0,41.82,1891.1
TE001542,P007,2024-03-05,E401,Finisher,40.68,4.98,39.65,1909.15
TE001543,P007,2023-12-07,E417,Finisher,32.59,5.43,41.26,1680.73
TE001544,P007,2024-04-01,E128,Carpenter,45.65,6.97,51.79,2905.68
TE001545,P007,2024-01-22,E417,Finisher,34.54,0,44.99,1553.95
TE001546,P007,2024-02-04,E225,Laborer,37.52,0,37.27,1398.37
TE001547,P007,2024-02-13,E128,Carpenter,42.44,0,51.88,2201.79
TE001548,P007,2024-03-01,E115,Carpenter,36.52,0,50.67,1850.47
TE001549,P007,2023-12-27,E134,Carpenter,37.5,0,40.63,1523.63
TE001550,P007,2024-01-27,E107,Carpenter,31.07,0,40.72,1265.17
TE001551,P007,2023-12-09,E101,Carpenter,43.16,0,43.03,1857.17
TE001552,P007,2024-04-12,E128,Carpenter,38.66,0,41.1,1588.93
TE001553,P007,2024-05-02,E312,Superintendent,41.07,0,61.66,2532.38
TE001554,P007,2024-02-10,E309,Superintendent,32.34,0,65.22,2109.21
TE001555,P007,2024-02-12,E202,Laborer,30.91,0,34.19,1056.81
TE001556,P007,2023-11-01,E115,Carpenter,36.3,0,47.06,1708.28
TE001557,P007,2023-12-29,E107,Carpenter,39.09,2.38,45.17,1926.95
TE001558,P007,2024-04-06,E423,Finisher,34.98,0,38.93,1361.77
TE001559,P007,2023-10-24,E312,Superintendent,44.65,8.34,66.45,3798.28
TE001560,P007,2023-10-28,E202,Laborer,34.92,0,30.45,1063.31
TE001561,P007,2023-10-26,E405,Finisher,39.05,0,43.96,1716.64
TE001562,P007,2024-03-21,E309,Superintendent,34.26,2.86,65.5,2525.02
TE001563,P007,2024-03-18,E107,Carpenter,39.93,7.07,47.18,2384.24
TE001564,P007,2024-01-24,E301,Superintendent,45.48,4.53,67.94,3551.56
TE001565,P007,2023-12-29,E423,Finisher,31.31,0,41.29,1292.79
TE001566,P007,2024-03-14,E128,Carpenter,30.37,0,46.63,1416.15
TE001567,P007,2024-05-02,E405,Finisher,33.69,0,36.02,1213.51
TE001568,P007,2024-02-20,E301,Superintendent,40.4,2,54.07,2346.64
TE001569,P007,2023-12-27,E219,Laborer,43.67,1.53,35.11,1613.83
TE001570,P007,2024-02-23,E101,Carpenter,40.36,0,42.17,1701.98
TE001571,P007,2023-11-30,E219,Laborer,40.15,0,37.99,1525.3
TE001572,P007,2024-02-13,E301,Superintendent,42.11,0,60.39,2543.02
TE001573,P007,2024-03-01,E104,Carpenter,33.76,6.94,47.85,2113.53
TE001574,P007,2024-02-29,E301,Superintendent,34.01,0,56.49,1921.22
TE001575,P007,2023-11-11,E128,Carpenter,28.506,0,46.19,1316.69
TE001576,P008,2024-04-16,E134,Carpenter,41.73,0,45.47,1897.46
TE001577,P008,2024-02-05,E128,Carpenter,32.95,1.23,43.96,1529.59
TE001578,P008,2024-04-20,E115,Carpenter,31.99,0,49.04,1568.79
TE001579,P008,2024-05-01,E301,Superintendent,42.19,0,59.1,2493.43
TE001580,P008,2024-02-11,E309,Superintendent,36.1,0,63.33,2286.21
TE001581,P008,2024-02-27,E423,Finisher,40.07,0,38.82,1555.52
TE001582,P008,2024-05-30,E401,Finisher,35.33,4.81,36.65,1559.27
TE001583,P008,2024-03-05,E219,Laborer,42.71,0,33.44,1428.22
TE001584,P008,2024-06-04,E202,Laborer,45.98,0,32.14,1477.8
TE001585,P008,2024-03-01,E101,Carpenter,30.83,0,48.53,1496.18
TE001586,P008,2024-01-21,E202,Laborer,30.76,0,29.39,904.04
TE001587,P008,2024-06-06,E101,Carpenter,31.25,0,39.31,1228.44
TE001588,P008,2024-01-25,E304,Superintendent,31.78,1.9,67.57,2339.95
TE001589,P008,2024-05-10,E312,Superintendent,45.54,3.87,61.3,3147.45
TE001590,P008,2024-01-25,E417,Finisher,41.02,0,41.2,1690.02
TE001591,P008,2024-03-23,E134,Carpenter,32.53,0,42.13,1370.49
TE001592,P008,2024-02-01,E401,Finisher,39.17,5.29,42,1978.41
TE001593,P008,2024-03-11,E207,Laborer,30.82,0,28.15,867.58
TE001594,P008,2024-05-03,E301,Superintendent,33.35,0,58.6,1954.31
TE001595,P008,2024-03-22,E301,Superintendent,35.61,0,63.44,2259.1
TE001596,P008,2024-01-05,E128,Carpenter,33.65,0,43.64,1468.49
TE001597,P008,2024-03-24,E401,Finisher,32.18,0,36.08,1161.05
TE001598,P008,2024-04-02,E301,Superintendent,43.14,0,53.5,2307.99
TE001599,P008,2024-05-05,E207,Laborer,41.04,0,28.91,1186.47
TE001600,P008,2024-02-12,E101,Carpenter,41.67,0,49.83,2076.42
TE001601,P008,2024-02-06,E101,Carpenter,31.33,0,41.35,1295.5
TE001602,P008,2024-02-23,E207,Laborer,43.98,0,31.77,1397.24
TE001603,P008,2024-01-11,E423,Finisher,38.29,0,40.7,1558.4
TE001604,P008,2024-01-22,E309,Superintendent,44.04,0,52.54,2313.86
TE001605,P008,2024-06-07,E202,Laborer,32.39,2.03,37.23,1319.25
TE001606,P008,2024-01-29,E225,Laborer,41.37,0,34.81,1440.09
TE001607,P008,2024-03-27,E301,Superintendent,32.83,0,66.68,2189.1
TE001608,P008,2024-03-24,E202,Laborer,34.3,0,30.67,1051.98
TE001609,P008,2024-02-24,E101,Carpenter,44.57,0,46.72,2082.31
TE001610,P008,2024-04-30,E104,Carpenter,32.85,0,47.97,1575.81
TE001611,P008,2024-04-21,E309,Superintendent,31.05,8.73,61.19,2701.23
TE001612,P008,2024-06-04,E202,Laborer,38.6,0,36.58,1411.99
TE001613,P008,2024-05-18,E104,Carpenter,43.79,0,43.6,1909.24
TE001614,P008,2024-01-24,E104,Carpenter,32.26,1.41,41.01,1409.72
TE001615,P008,2024-02-16,E423,Finisher,32.16,0,42.2,1357.15
TE001616,P008,2024-03-26,E107,Carpenter,44.72,0,42.92,1919.38
TE001617,P008,2024-05-16,E107,Carpenter,43.42,4.42,41.9,2097.09
TE001618,P008,2024-05-14,E401,Finisher,43.98,0,46.23,2033.2
TE001619,P008,2024-04-25,E304,Superintendent,42.67,0,63.62,2714.67
TE001620,P008,2024-04-01,E107,Carpenter,37.6,0,48.15,1810.44
TE001621,P008,2024-04-08,E134,Carpenter,31.37,0,45.85,1438.31
TE001622,P008,2024-03-19,E115,Carpenter,36.05,0,40.77,1469.76
TE001623,P008,2024-05-19,E101,Carpenter,43.03,0,48.4,2082.65
TE001624,P008,2024-02-27,E417,Finisher,38.15,7.19,37.44,1832.13
TE001625,P008,2024-02-05,E104,Carpenter,43.81,6.72,44.74,2411.04
TE001626,P008,2024-03-18,E301,Superintendent,40.64,0,55.67,2262.43
TE001627,P008,2024-04-04,E107,Carpenter,42,1.74,50.35,2246.11
TE001628,P008,2024-05-19,E225,Laborer,43.62,0,35.4,1544.15
TE001629,P008,2024-02-07,E202,Laborer,31.46,8.28,27.88,1223.37
TE001630,P008,2024-04-12,E231,Laborer,37.67,0,27.69,1043.08
TE001631,P008,2024-04-27,E417,Finisher,45.92,0,39.63,1819.81
TE001632,P008,2024-03-18,E231,Laborer,39.44,3.99,37.53,1704.8
TE001633,P008,2024-01-23,E304,Superintendent,33.33,0,62.05,2068.13
TE001634,P008,2024-01-04,E115,Carpenter,30.49,0,44.85,1367.48
TE001635,P008,2024-01-10,E202,Laborer,39.84,0,34.39,1370.1
TE001636,P008,2024-02-08,E128,Carpenter,39.44,0,49.8,1964.11
TE001637,P008,2024-05-14,E207,Laborer,37.9,0,27.39,1038.08
TE001638,P008,2024-03-05,E225,Laborer,30.14,0,32.64,983.77
