transaction_id,project_id,transaction_date,cost_category,vendor_name,description,amount,payment_status
TX003268,P029,2025-03-31,Materials,Desert Steel & Glass,Materials progress billing,14494.68,paid
TX003269,P029,2024-09-21,Materials,Wasatch Lumber,Materials site expense,17104.5,approved
TX003270,P029,2024-09-27,Materials,Rocky Mountain Tile,Materials purchase,14160.33,pending
TX003271,P029,2024-12-11,Materials,Builders FirstSource,Materials purchase,15621.17,paid
TX003272,P029,2025-02-18,Materials,Builders FirstSource,Materials progress billing,7070.19,paid
TX003273,P029,2025-01-24,Materials,Desert Steel & Glass,Materials purchase,6678.22,paid
TX003274,P029,2025-03-20,Materials,Desert Steel & Glass,Materials invoice,4542.62,paid
TX003275,P029,2025-03-26,Materials,Desert Steel & Glass,Materials invoice,12847.23,paid
TX003276,P029,2024-09-26,Materials,Desert Steel & Glass,Materials invoice,3003.46,paid
TX003277,P029,2024-10-23,Subcontractors,Northstar Concrete,Subcontractors site expense,14139.69,pending
TX003278,P029,2025-04-11,Subcontractors,Atlas Drywall,Subcontractors site expense,9698.88,paid
TX003279,P029,2024-09-25,Subcontractors,FlowRight Plumbing,Subcontractors purchase,21212.24,paid
TX003280,P029,2025-02-02,Subcontractors,Precision Electric,Subcontractors invoice,12599.71,paid
TX003281,P029,2024-12-09,Subcontractors,Northstar Concrete,Subcontractors invoice,5823.76,paid
TX003282,P029,2024-10-24,Subcontractors,Summit Mechanical,Subcontractors invoice,21229.34,paid
TX003283,P029,2025-03-24,Subcontractors,FlowRight Plumbing,Subcontractors purchase,23879.94,paid
TX003284,P029,2024-10-01,Subcontractors,Precision Electric,Subcontractors progress billing,11433.79,paid
TX003285,P029,2025-03-06,Subcontractors,FlowRight Plumbing,Subcontractors progress billing,9197.96,paid
TX003286,P029,2024-11-19,Subcontractors,FlowRight Plumbing,Subcontractors progress billing,9380.85,pending
TX003287,P029,2025-01-08,Subcontractors,Atlas Drywall,Subcontractors progress billing,15939.72,paid
TX003288,P029,2025-05-01,Subcontractors,Precision Electric,Subcontractors site expense,10811.31,pending
TX003289,P029,2025-02-26,Subcontractors,Atlas Drywall,Subcontractors invoice,6585.79,paid
TX003290,P029,2024-10-24,Subcontractors,Northstar Concrete,Subcontractors site expense,13376.59,paid
TX003291,P029,2024-10-04,Subcontractors,Atlas Drywall,Subcontractors progress billing,13028.69,paid
TX003292,P029,2024-11-02,Subcontractors,Atlas Drywall,Subcontractors purchase,23866.77,paid
TX003293,P029,2024-11-18,Subcontractors,Summit Mechanical,Subcontractors invoice,19326.38,approved
TX003294,P029,2025-04-27,Subcontractors,Summit Mechanical,Subcontractors invoice,11802.31,paid
TX003295,P029,2024-11-09,Subcontractors,Atlas Drywall,Subcontractors invoice,9597.77,paid
TX003296,P029,2025-01-24,Subcontractors,FlowRight Plumbing,Subcontractors progress billing,4462.84,pending
TX003297,P029,2025-02-25,Subcontractors,Summit Mechanical,Subcontractors purchase,3738.58,paid
TX003298,P029,2024-11-26,Equipment,United Rentals,Equipment site expense,1601.46,paid
TX003299,P029,2024-11-29,Equipment,United Rentals,Equipment progress billing,2735.55,approved
TX003300,P029,2025-02-14,Equipment,Sunbelt Rentals,Equipment purchase,2835.04,paid
TX003301,P029,2024-11-12,Equipment,Sunbelt Rentals,Equipment site expense,1986.1,paid
TX003302,P029,2024-09-08,Equipment,Wasatch Equipment,Equipment invoice,860.63,paid
TX003303,P029,2024-10-12,Equipment,United Rentals,Equipment purchase,3241.86,paid
TX003304,P029,2024-12-26,Equipment,United Rentals,Equipment progress billing,1032.99,paid
TX003305,P029,2025-01-27,Equipment,Wasatch Equipment,Equipment purchase,3305.51,paid
TX003306,P029,2025-03-17,Equipment,Wasatch Equipment,Equipment purchase,1584.27,paid
TX003307,P029,2024-09-10,Equipment,Sunbelt Rentals,Equipment invoice,3120.94,paid
TX003308,P029,2025-01-06,Equipment,Wasatch Equipment,Equipment site expense,1789.23,paid
TX003309,P029,2025-01-14,Equipment,United Rentals,Equipment invoice,562.63,paid
TX003310,P029,2024-11-20,Equipment,Wasatch Equipment,Equipment invoice,2816.07,paid
TX003311,P029,2024-10-29,Equipment,Sunbelt Rentals,Equipment progress billing,1041.6,paid
TX003312,P029,2025-03-23,Equipment,Wasatch Equipment,Equipment purchase,2494.24,paid
TX003313,P029,2025-03-19,Equipment,Sunbelt Rentals,Equipment purchase,3300.55,paid
TX003314,P029,2024-12-27,Equipment,Wasatch Equipment,Equipment site expense,2527.41,paid
TX003315,P029,2024-10-09,Equipment,United Rentals,Equipment site expense,507.39,paid
TX003316,P029,2024-10-25,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,2905.72,paid
TX003317,P029,2024-12-01,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,4568.4,paid
TX003318,P029,2025-04-14,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,2416.89,paid
TX003319,P029,2024-09-10,Permits & Fees,Municipal Permit Office,Permits & Fees progress billing,4496.99,paid
TX003320,P029,2024-09-19,Permits & Fees,Third-Party Inspection Services,Permits & Fees site expense,1678.61,paid
TX003321,P029,2024-10-23,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,2501.73,paid
TX003322,P029,2025-03-06,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,4286.33,approved
TX003323,P029,2024-09-17,Permits & Fees,Third-Party Inspection Services,Permits & Fees site expense,2700.11,paid
TX003324,P029,2024-10-23,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,2918.37,paid
TX003325,P029,2024-12-11,Permits & Fees,Third-Party Inspection Services,Permits & Fees site expense,908.2,approved
TX003326,P029,2024-09-01,Permits & Fees,Municipal Permit Office,Permits & Fees purchase,3208.41,paid
TX003327,P029,2024-11-12,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,5076.46,paid
TX003328,P029,2025-03-10,Permits & Fees,Third-Party Inspection Services,Permits & Fees site expense,3034.66,paid
TX003329,P029,2024-10-26,Permits & Fees,Municipal Permit Office,Permits & Fees purchase,2156.96,approved
TX003330,P029,2024-11-17,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,3504.06,paid
TX003331,P029,2025-01-08,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,2982.15,paid
TX003332,P029,2024-09-26,Permits & Fees,Third-Party Inspection Services,Permits & Fees site expense,1317.25,paid
TX003333,P029,2025-03-23,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,3213.65,paid
TX003334,P029,2025-01-27,Permits & Fees,Municipal Permit Office,Permits & Fees purchase,4347.69,paid
TX003335,P029,2025-01-01,General Conditions,Site Services LLC,General Conditions progress billing,2856.22,pending
TX003336,P029,2024-09-07,General Conditions,SecureSite Fencing,General Conditions progress billing,4845.04,paid
TX003337,P029,2024-11-06,General Conditions,Temporary Power Utah,General Conditions purchase,4442.78,pending
TX003338,P029,2024-08-29,General Conditions,Temporary Power Utah,General Conditions site expense,2538.92,approved
TX003339,P029,2025-02-19,General Conditions,Site Services LLC,General Conditions invoice,4155.4,paid
TX003340,P029,2025-05-03,General Conditions,SecureSite Fencing,General Conditions purchase,1574.04,paid
TX003341,P029,2024-10-28,General Conditions,SecureSite Fencing,General Conditions site expense,5804.45,paid
TX003342,P029,2024-10-06,General Conditions,Site Services LLC,General Conditions site expense,4952.57,paid
TX003343,P029,2024-12-07,General Conditions,SecureSite Fencing,General Conditions progress billing,5621.57,paid
TX003344,P029,2024-09-13,General Conditions,SecureSite Fencing,General Conditions invoice,3907.55,paid
TX003345,P029,2025-03-17,General Conditions,Temporary Power Utah,General Conditions invoice,2022.3,paid
TX003346,P029,2024-12-12,General Conditions,Temporary Power Utah,General Conditions invoice,5239.39,paid
TX003347,P029,2024-11-20,General Conditions,Temporary Power Utah,General Conditions purchase,4901.26,paid
TX003348,P029,2024-11-28,General Conditions,SecureSite Fencing,General Conditions progress billing,5739.51,paid
TX003349,P029,2025-03-28,General Conditions,Site Services LLC,General Conditions progress billing,3627.11,paid
TX003350,P029,2024-09-17,General Conditions,Temporary Power Utah,General Conditions site expense,2008.86,paid
TX003351,P029,2025-04-15,General Conditions,Site Services LLC,General Conditions progress billing,1903.59,paid
TX003352,P029,2025-04-20,Other,Office Depot,Other site expense,1072.17,paid
TX003353,P029,2024-12-25,Other,Project Reimbursement,Other site expense,1120.29,paid
TX003354,P029,2024-12-02,Other,Project Reimbursement,Other progress billing,605.59,paid
TX003355,P029,2024-11-10,Other,Office Depot,Other site expense,374.49,paid
TX003356,P029,2024-08-31,Other,Office Depot,Other progress billing,738.98,paid
TX003357,P029,2025-04-22,Other,Miscellaneous Vendor,Other invoice,563.23,paid
TX003358,P029,2025-02-05,Other,Miscellaneous Vendor,Other site expense,865.23,paid
TX003359,P029,2025-01-28,Other,Office Depot,Other progress billing,379.77,paid
TX003360,P029,2024-12-20,Other,Miscellaneous Vendor,Other purchase,1301.84,paid
TX003361,P029,2024-09-13,Other,Miscellaneous Vendor,Other purchase,448.93,approved
TX003362,P029,2025-01-28,Other,Miscellaneous Vendor,Other progress billing,1088.12,pending
TX003363,P029,2024-11-06,Other,Project Reimbursement,Other progress billing,447.23,approved
TX003364,P029,2024-12-06,Other,Miscellaneous Vendor,Other purchase,642.38,pending
TX003365,P029,2025-01-19,Other,Office Depot,Other purchase,290.81,approved
TX003366,P029,2025-02-23,Other,Project Reimbursement,Other purchase,1454.53,paid
TX003367,P029,2024-10-30,Other,Miscellaneous Vendor,Other invoice,685.99,paid
TX003368,P029,2024-12-22,Other,Project Reimbursement,Other site expense,368.2,paid
TX003369,P029,2025-04-04,Other,Office Depot,Other invoice,364.95,paid
TX003370,P029,2024-09-28,Other,Office Depot,Other purchase,1456.39,paid
TX003371,P029,2025-01-04,Other,Project Reimbursement,Other progress billing,524.08,paid
TX003372,P029,2025-04-03,Other,Miscellaneous Vendor,Other progress billing,339.5,approved
TX003373,P029,2024-11-12,Other,Project Reimbursement,Other site expense,1111.78,approved
TX003374,P030,2024-11-18,Materials,Wasatch Lumber,Materials progress billing,34086.96,paid
TX003375,P030,2024-10-24,Materials,Desert Steel & Glass,Materials site expense,32538.79,paid
TX003376,P030,2024-10-29,Materials,Builders FirstSource,Materials progress billing,17317.51,paid
TX003377,P030,2024-06-10,Materials,Desert Steel & Glass,Materials purchase,42270.28,paid
TX003378,P030,2024-05-30,Materials,Rocky Mountain Tile,Materials invoice,43602.07,paid
TX003379,P030,2024-11-22,Materials,Desert Steel & Glass,Materials site expense,11999.18,pending
TX003380,P030,2024-09-08,Materials,Builders FirstSource,Materials site expense,31204.16,paid
TX003381,P030,2024-08-23,Materials,Builders FirstSource,Materials purchase,34033.95,pending
TX003382,P030,2024-05-30,Materials,Rocky Mountain Tile,Materials invoice,21243,paid
TX003383,P030,2024-10-05,Materials,Rocky Mountain Tile,Materials progress billing,37001.96,paid
TX003384,P030,2024-08-03,Materials,Mountain Supply Co.,Materials invoice,9881.2,paid
TX003385,P030,2024-06-11,Materials,Desert Steel & Glass,Materials invoice,48881.22,paid
TX003386,P030,2024-08-27,Materials,Wasatch Lumber,Materials invoice,39341.72,paid
TX003387,P030,2024-11-18,Materials,Desert Steel & Glass,Materials site expense,50860.02,approved
TX003388,P030,2024-08-15,Materials,Wasatch Lumber,Materials site expense,50588.06,pending
TX003389,P030,2024-06-22,Materials,Mountain Supply Co.,Materials invoice,54330.92,paid
TX003390,P030,2024-06-02,Materials,Mountain Supply Co.,Materials progress billing,53918.92,paid
TX003391,P030,2024-06-29,Materials,Builders FirstSource,Materials progress billing,10719.1,paid
TX003392,P030,2024-08-21,Subcontractors,Atlas Drywall,Subcontractors site expense,29939.21,paid
TX003393,P030,2024-05-15,Subcontractors,Atlas Drywall,Subcontractors purchase,13760.52,pending
TX003394,P030,2024-09-19,Subcontractors,Atlas Drywall,Subcontractors purchase,25961.53,paid
TX003395,P030,2024-12-15,Subcontractors,FlowRight Plumbing,Subcontractors progress billing,31716.83,paid
TX003396,P030,2024-07-30,Subcontractors,FlowRight Plumbing,Subcontractors site expense,27118.1,paid
TX003397,P030,2024-09-06,Subcontractors,Atlas Drywall,Subcontractors progress billing,26215.57,paid
TX003398,P030,2024-10-28,Subcontractors,Atlas Drywall,Subcontractors invoice,16866.89,approved
TX003399,P030,2024-10-22,Subcontractors,FlowRight Plumbing,Subcontractors site expense,16557.48,paid
TX003400,P030,2024-05-22,Subcontractors,Summit Mechanical,Subcontractors purchase,19523.05,pending
TX003401,P030,2024-07-12,Subcontractors,Atlas Drywall,Subcontractors invoice,30828.53,pending
TX003402,P030,2024-08-12,Subcontractors,Atlas Drywall,Subcontractors site expense,25725.87,approved
TX003403,P030,2024-09-26,Subcontractors,Precision Electric,Subcontractors invoice,10599.87,paid
TX003404,P030,2024-10-22,Subcontractors,Summit Mechanical,Subcontractors site expense,16789.48,paid
TX003405,P030,2024-11-27,Subcontractors,Northstar Concrete,Subcontractors purchase,30652.46,pending
TX003406,P030,2024-11-02,Subcontractors,Atlas Drywall,Subcontractors invoice,34211.07,paid
TX003407,P030,2024-06-05,Subcontractors,Northstar Concrete,Subcontractors purchase,20393.97,paid
TX003408,P030,2024-08-14,Subcontractors,Summit Mechanical,Subcontractors site expense,8928.43,paid
TX003409,P030,2024-08-16,Subcontractors,Atlas Drywall,Subcontractors purchase,7880.5,pending
TX003410,P030,2024-07-05,Subcontractors,FlowRight Plumbing,Subcontractors invoice,10534.14,paid
TX003411,P030,2024-10-27,Equipment,Sunbelt Rentals,Equipment site expense,3283.94,paid
TX003412,P030,2024-11-03,Equipment,Sunbelt Rentals,Equipment purchase,1582.17,paid
TX003413,P030,2024-05-16,Equipment,United Rentals,Equipment site expense,1099.91,paid
TX003414,P030,2024-09-13,Equipment,Sunbelt Rentals,Equipment invoice,5406.59,approved
TX003415,P030,2024-11-26,Equipment,Sunbelt Rentals,Equipment invoice,3321.26,paid
TX003416,P030,2024-05-23,Equipment,Wasatch Equipment,Equipment site expense,3656.23,paid
TX003417,P030,2024-09-28,Equipment,United Rentals,Equipment purchase,1372.77,paid
TX003418,P030,2024-07-07,Equipment,United Rentals,Equipment progress billing,4287.73,paid
TX003419,P030,2024-06-17,Equipment,Sunbelt Rentals,Equipment invoice,6178.74,paid
TX003420,P030,2024-09-03,Equipment,United Rentals,Equipment site expense,1757.78,paid
TX003421,P030,2024-11-22,Equipment,United Rentals,Equipment invoice,1332.3,paid
TX003422,P030,2024-07-06,Equipment,Wasatch Equipment,Equipment invoice,5717.56,pending
TX003423,P030,2024-06-02,Equipment,Wasatch Equipment,Equipment site expense,2575.24,paid
TX003424,P030,2024-05-26,Equipment,Sunbelt Rentals,Equipment invoice,5387.16,paid
TX003425,P030,2024-08-20,Equipment,Sunbelt Rentals,Equipment site expense,3488.53,paid
TX003426,P030,2024-07-31,Equipment,United Rentals,Equipment purchase,2307.04,paid
TX003427,P030,2024-12-16,Equipment,Sunbelt Rentals,Equipment progress billing,5594.46,paid
TX003428,P030,2024-09-19,Equipment,Sunbelt Rentals,Equipment site expense,6279.42,paid
TX003429,P030,2024-06-07,Equipment,Sunbelt Rentals,Equipment progress billing,2958.14,paid
TX003430,P030,2024-07-24,Equipment,Wasatch Equipment,Equipment purchase,1257.39,paid
TX003431,P030,2024-10-22,Equipment,Sunbelt Rentals,Equipment purchase,3489.11,paid
TX003432,P030,2024-07-20,Permits & Fees,Third-Party Inspection Services,Permits & Fees site expense,2761.62,paid
TX003433,P030,2024-11-11,Permits & Fees,Municipal Permit Office,Permits & Fees purchase,2202,paid
TX003434,P030,2024-09-18,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,4000.98,paid
TX003435,P030,2024-07-14,Permits & Fees,Municipal Permit Office,Permits & Fees progress billing,1563.28,paid
TX003436,P030,2024-06-13,Permits & Fees,Municipal Permit Office,Permits & Fees invoice,4225.91,paid
TX003437,P030,2024-10-05,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,1248.73,paid
TX003438,P030,2024-10-16,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,4654,paid
TX003439,P030,2024-07-21,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,3438.91,paid
TX003440,P030,2024-10-26,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,1518.48,paid
TX003441,P030,2024-06-11,Permits & Fees,Municipal Permit Office,Permits & Fees invoice,4804.76,paid
TX003442,P030,2024-10-05,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,948.09,paid
TX003443,P030,2024-07-02,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,3048.58,paid
TX003444,P030,2024-09-09,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,3904.55,paid
TX003445,P030,2024-05-11,Permits & Fees,Municipal Permit Office,Permits & Fees progress billing,2890.67,paid
TX003446,P030,2024-06-09,Permits & Fees,Third-Party Inspection Services,Permits & Fees site expense,3554.03,paid
TX003447,P030,2024-06-02,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,3597.84,paid
TX003448,P030,2024-09-17,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,3210.1,paid
TX003449,P030,2024-12-05,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,1301.53,paid
TX003450,P030,2024-08-16,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,1199.18,paid
TX003451,P030,2024-11-09,General Conditions,Temporary Power Utah,General Conditions progress billing,11767.02,approved
TX003452,P030,2024-05-23,General Conditions,Site Services LLC,General Conditions progress billing,5735.66,paid
TX003453,P030,2024-11-10,General Conditions,SecureSite Fencing,General Conditions progress billing,2315.75,approved
TX003454,P030,2024-10-03,General Conditions,Site Services LLC,General Conditions invoice,3185.37,paid
TX003455,P030,2024-12-03,General Conditions,Temporary Power Utah,General Conditions purchase,5126.36,paid
TX003456,P030,2024-11-11,General Conditions,SecureSite Fencing,General Conditions invoice,9227.61,paid
TX003457,P030,2024-06-11,General Conditions,Site Services LLC,General Conditions progress billing,8323.35,paid
TX003458,P030,2024-09-27,General Conditions,SecureSite Fencing,General Conditions progress billing,5159.16,paid
TX003459,P030,2024-09-05,General Conditions,Temporary Power Utah,General Conditions invoice,10041.29,paid
TX003460,P030,2024-06-12,General Conditions,SecureSite Fencing,General Conditions site expense,7102.32,pending
TX003461,P030,2024-10-30,General Conditions,Site Services LLC,General Conditions progress billing,9461.03,paid
TX003462,P030,2024-06-13,General Conditions,Temporary Power Utah,General Conditions progress billing,11567,paid
TX003463,P030,2024-05-09,General Conditions,Site Services LLC,General Conditions invoice,3427.59,pending
TX003464,P030,2024-06-24,General Conditions,Site Services LLC,General Conditions progress billing,4009.85,paid
TX003465,P030,2024-09-16,General Conditions,SecureSite Fencing,General Conditions progress billing,10411.56,pending
TX003466,P030,2024-07-06,General Conditions,Site Services LLC,General Conditions invoice,6220.62,approved
TX003467,P030,2024-11-12,General Conditions,SecureSite Fencing,General Conditions purchase,4006.75,approved
TX003468,P030,2024-05-25,General Conditions,Temporary Power Utah,General Conditions progress billing,5926.12,pending
TX003469,P030,2024-06-18,General Conditions,Temporary Power Utah,General Conditions invoice,3448.05,paid
TX003470,P030,2024-06-07,General Conditions,Temporary Power Utah,General Conditions progress billing,7473.56,paid
TX003471,P030,2024-05-26,General Conditions,Temporary Power Utah,General Conditions site expense,1957.46,paid
TX003472,P030,2024-10-16,Other,Office Depot,Other site expense,2105.16,paid
TX003473,P030,2024-06-08,Other,Miscellaneous Vendor,Other invoice,1876.54,paid
TX003474,P030,2024-11-19,Other,Project Reimbursement,Other purchase,2674.51,paid
TX003475,P030,2024-10-08,Other,Project Reimbursement,Other purchase,4839.71,paid
TX003476,P030,2024-10-05,Other,Project Reimbursement,Other progress billing,3044.44,paid
TX003477,P030,2024-11-27,Other,Miscellaneous Vendor,Other progress billing,2826.76,paid
TX003478,P030,2024-10-08,Other,Office Depot,Other invoice,4151.77,paid
TX003479,P030,2024-06-30,Other,Project Reimbursement,Other site expense,1388.45,paid
TX003480,P030,2024-07-14,Other,Office Depot,Other invoice,2028.66,paid
TX003481,P030,2024-10-11,Other,Office Depot,Other invoice,1945.01,paid
TX003482,P030,2024-10-09,Other,Office Depot,Other progress billing,3692.65,paid
TX003483,P030,2024-07-30,Other,Office Depot,Other progress billing,3051.97,paid
TX003484,P030,2024-08-02,Other,Miscellaneous Vendor,Other progress billing,4804.85,paid
TX003485,P030,2024-05-08,Other,Project Reimbursement,Other progress billing,2916.06,paid
TX003486,P030,2024-08-09,Other,Project Reimbursement,Other site expense,2167.66,paid
TX003487,P030,2024-08-22,Other,Miscellaneous Vendor,Other purchase,4560.99,approved
TX003488,P030,2024-05-07,Other,Miscellaneous Vendor,Other invoice,1975.4,paid
TX003489,P030,2024-10-26,Other,Office Depot,Other site expense,3413.03,paid
TX003490,P030,2024-10-18,Other,Miscellaneous Vendor,Other purchase,1554.3,paid
TX003491,P030,2024-10-01,Other,Office Depot,Other site expense,1592.18,paid
TX003492,P031,2023-11-08,Materials,Wasatch Lumber,Materials invoice,8885.96,paid
TX003493,P031,2023-12-29,Materials,Rocky Mountain Tile,Materials invoice,11789.54,paid
TX003494,P031,2023-09-04,Materials,Builders FirstSource,Materials invoice,5469.3,paid
TX003495,P031,2023-07-24,Materials,Builders FirstSource,Materials purchase,4702.28,paid
TX003496,P031,2023-07-19,Materials,Wasatch Lumber,Materials progress billing,7281.36,paid
TX003497,P031,2024-02-08,Materials,Builders FirstSource,Materials invoice,4338.27,paid
TX003498,P031,2023-08-31,Materials,Builders FirstSource,Materials site expense,7893.28,paid
TX003499,P031,2023-06-30,Materials,Desert Steel & Glass,Materials purchase,6876.37,paid
TX003500,P031,2023-10-19,Materials,Builders FirstSource,Materials purchase,11193.79,pending
TX003501,P031,2024-03-04,Materials,Mountain Supply Co.,Materials invoice,7907.9,paid
TX003502,P031,2023-12-21,Materials,Desert Steel & Glass,Materials progress billing,7142.57,paid
TX003503,P031,2023-07-15,Materials,Desert Steel & Glass,Materials progress billing,3267.12,paid
TX003504,P031,2023-08-20,Materials,Desert Steel & Glass,Materials progress billing,10016.84,approved
TX003505,P031,2023-09-22,Materials,Rocky Mountain Tile,Materials site expense,8990.16,paid
TX003506,P031,2023-12-30,Materials,Rocky Mountain Tile,Materials purchase,9720.94,approved
TX003507,P031,2023-08-15,Materials,Builders FirstSource,Materials site expense,2829.72,paid
TX003508,P031,2024-01-14,Materials,Builders FirstSource,Materials progress billing,9670.21,paid
TX003509,P031,2024-01-27,Materials,Rocky Mountain Tile,Materials site expense,7046.17,paid
TX003510,P031,2023-10-01,Materials,Builders FirstSource,Materials progress billing,3797.04,approved
TX003511,P031,2023-11-01,Materials,Wasatch Lumber,Materials progress billing,40.73,approved
TX003512,P031,2023-12-26,Subcontractors,Precision Electric,Subcontractors site expense,7496.92,paid
TX003513,P031,2024-01-10,Subcontractors,FlowRight Plumbing,Subcontractors invoice,4014.51,pending
TX003514,P031,2023-07-25,Subcontractors,FlowRight Plumbing,Subcontractors site expense,15547.92,paid
TX003515,P031,2024-01-30,Subcontractors,Northstar Concrete,Subcontractors purchase,14776.8,paid
TX003516,P031,2023-08-11,Subcontractors,FlowRight Plumbing,Subcontractors site expense,5914.47,paid
TX003517,P031,2024-01-01,Subcontractors,Atlas Drywall,Subcontractors invoice,10553.73,pending
TX003518,P031,2023-07-20,Subcontractors,Northstar Concrete,Subcontractors site expense,15600.58,paid
TX003519,P031,2023-08-30,Subcontractors,Summit Mechanical,Subcontractors site expense,6191.31,paid
TX003520,P031,2023-09-20,Subcontractors,FlowRight Plumbing,Subcontractors site expense,11162.33,paid
TX003521,P031,2024-02-08,Subcontractors,Precision Electric,Subcontractors invoice,11845.8,paid
TX003522,P031,2023-10-15,Subcontractors,FlowRight Plumbing,Subcontractors purchase,3217.63,paid
TX003523,P031,2024-02-07,Subcontractors,Precision Electric,Subcontractors site expense,13746.83,approved
TX003524,P031,2023-06-30,Subcontractors,Northstar Concrete,Subcontractors invoice,5437.87,pending
TX003525,P031,2023-08-29,Subcontractors,Atlas Drywall,Subcontractors site expense,6925,paid
TX003526,P031,2023-09-17,Subcontractors,FlowRight Plumbing,Subcontractors purchase,8955.68,paid
TX003527,P031,2023-10-15,Subcontractors,Atlas Drywall,Subcontractors site expense,10996.56,paid
TX003528,P031,2023-10-29,Subcontractors,Precision Electric,Subcontractors purchase,3511.3,pending
TX003529,P031,2024-03-08,Subcontractors,Precision Electric,Subcontractors invoice,12323.46,paid
TX003530,P031,2024-03-11,Subcontractors,Atlas Drywall,Subcontractors progress billing,5931.89,approved
TX003531,P031,2023-11-15,Subcontractors,Precision Electric,Subcontractors invoice,7344.81,paid
TX003532,P031,2024-01-03,Equipment,United Rentals,Equipment site expense,502.89,paid
TX003533,P031,2024-01-02,Equipment,Sunbelt Rentals,Equipment progress billing,866.88,paid
TX003534,P031,2023-08-12,Equipment,United Rentals,Equipment progress billing,1424.88,paid
TX003535,P031,2023-08-06,Equipment,Sunbelt Rentals,Equipment invoice,1919.25,paid
TX003536,P031,2023-10-26,Equipment,Wasatch Equipment,Equipment progress billing,466.1,pending
TX003537,P031,2024-03-13,Equipment,Wasatch Equipment,Equipment progress billing,877.46,paid
TX003538,P031,2023-11-22,Equipment,Wasatch Equipment,Equipment site expense,1763.85,paid
TX003539,P031,2023-09-02,Equipment,United Rentals,Equipment site expense,595.24,paid
TX003540,P031,2023-11-03,Equipment,Wasatch Equipment,Equipment invoice,1581.5,paid
TX003541,P031,2023-07-08,Equipment,United Rentals,Equipment site expense,2186.97,paid
TX003542,P031,2023-11-04,Equipment,Sunbelt Rentals,Equipment purchase,1113.63,paid
TX003543,P031,2023-10-05,Equipment,United Rentals,Equipment invoice,2539.69,paid
TX003544,P031,2023-09-14,Equipment,Sunbelt Rentals,Equipment progress billing,1760.19,paid
TX003545,P031,2024-01-02,Equipment,Wasatch Equipment,Equipment purchase,1505.75,paid
TX003546,P031,2023-12-13,Equipment,United Rentals,Equipment purchase,515.32,paid
TX003547,P031,2024-02-29,Equipment,Sunbelt Rentals,Equipment invoice,773.62,paid
TX003548,P031,2024-01-05,Equipment,Wasatch Equipment,Equipment progress billing,1437.47,paid
TX003549,P031,2023-08-23,Equipment,United Rentals,Equipment progress billing,1030.21,paid
TX003550,P031,2024-01-31,Equipment,United Rentals,Equipment site expense,1799.57,paid
TX003551,P031,2024-01-05,Equipment,Wasatch Equipment,Equipment site expense,2549.32,paid
TX003552,P031,2024-03-13,Equipment,Sunbelt Rentals,Equipment site expense,1485.47,paid
TX003553,P031,2023-11-09,Equipment,Wasatch Equipment,Equipment site expense,203.92,paid
TX003554,P031,2023-09-24,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,1602.22,pending
TX003555,P031,2023-07-19,Permits & Fees,Municipal Permit Office,Permits & Fees progress billing,1572.33,paid
TX003556,P031,2024-03-01,Permits & Fees,Municipal Permit Office,Permits & Fees progress billing,1363.38,paid
TX003557,P031,2023-10-17,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,1414.7,paid
TX003558,P031,2024-03-13,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,1682.44,paid
TX003559,P031,2023-12-16,Permits & Fees,Municipal Permit Office,Permits & Fees site expense,820.73,paid
TX003560,P031,2023-12-28,Permits & Fees,Third-Party Inspection Services,Permits & Fees purchase,458.84,approved
TX003561,P031,2023-06-23,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,1922.63,paid
TX003562,P031,2023-06-25,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,1204.87,paid
TX003563,P031,2023-09-20,Permits & Fees,Third-Party Inspection Services,Permits & Fees invoice,1884.74,paid
TX003564,P031,2023-09-01,Permits & Fees,Third-Party Inspection Services,Permits & Fees progress billing,1163.98,paid
