project_id,project_name,cost_category,revised_budget,original_budget_missing_flag,orphan_project_flag,pending_exposure,incurred_cost,budget_remaining,no_matching_transactions_flag
P068,Aspen Lodge 68,General Conditions,59393.46,false,false,2104.00,59665.70,-272.24,false
P079,Canyon Center 79,Equipment,63840.00,false,false,3818.77,56417.11,7422.89,false
P092,Copper Retail 92,Permits & Fees,32337.55,false,false,1477.09,27644.82,4692.73,false
P090,Canyon Office 90,Equipment,45886.72,false,false,1175.11,40380.09,5506.63,false
P003,Summit Center 03,Materials,424743.83,false,false,0.00,429233.55,-4489.72,false
P009,Wasatch Retail 09,Equipment,22144.00,false,false,1745.12,22309.62,-165.62,false
P018,Wasatch Renovation 18,Subcontractors,327051.00,false,false,38033.91,315650.02,11400.98,false
P023,Summit Office 23,Equipment,127635.00,false,false,0.00,135081.85,-7446.85,false
P023,Summit Office 23,General Conditions,178689.00,false,false,8418.04,205684.31,-26995.31,false
P037,Wasatch Medical 37,Materials,239728.43,false,false,56924.03,194453.06,45275.37,false
P039,Granite Commons 39,Other,17427.00,false,false,1950.36,15218.34,2208.66,false
P046,Granite Lodge 46,Permits & Fees,38727.67,false,false,6013.93,35052.82,3674.85,false
P054,Granite Office 54,Materials,133622.82,false,false,0.00,132470.73,1152.09,false
P070,Granite Commons 70,Materials,350512.09,false,false,19256.89,391861.81,-41349.72,false
P071,Wasatch Office 71,Materials,185343.37,false,false,20725.62,186683.22,-1339.85,false
P077,Canyon Residences 77,Other,27084.91,false,false,6430.68,16636.62,10448.29,false
P084,Bonneville Renovation 84,Equipment,45875.00,false,false,2482.75,36343.14,9531.86,false
P084,Bonneville Renovation 84,General Conditions,64225.00,false,false,7250.69,50161.94,14063.06,false
P087,Copper Office 87,Other,70006.26,false,false,7391.54,27636.05,42370.21,false
P002,Wasatch Renovation 02,Equipment,26544.00,false,false,522.13,27193.18,-649.18,false
P006,Granite Commons 06,Subcontractors,398567.00,false,false,26990.98,389700.22,8866.78,false
P009,Wasatch Retail 09,General Conditions,49824.00,false,false,7280.80,49731.82,92.18,false
P012,Canyon Retail 12,Other,22761.30,false,false,2481.33,18069.62,4691.68,false
P030,Granite Center 30,Other,51670.02,false,false,0.00,56610.10,-4940.08,false
P034,Bonneville Office 34,Subcontractors,166594.00,false,false,28374.22,151463.08,15130.92,false
P085,Summit Residences 85,Materials,261460.18,false,false,9935.39,243780.23,17679.95,false
P095,Summit Lodge 95,Subcontractors,148400.00,false,false,24306.81,93468.33,54931.67,false
P002,Wasatch Renovation 02,General Conditions,59724.00,false,false,6081.04,52990.27,6733.73,false
P014,Bonneville Lodge 14,Permits & Fees,146292.00,false,false,0.00,164317.20,-18025.20,false
P017,Summit Retail 17,Permits & Fees,37193.86,false,false,6201.60,30987.73,6206.13,false
P027,Canyon Renovation 27,Materials,427663.25,false,false,75493.35,400926.26,26736.99,false
P050,Granite Lodge 50,Materials,270483.57,false,false,14696.20,290963.68,-20480.11,false
P080,Aspen Lodge 80,Materials,109150.00,false,false,13046.60,76654.26,32495.74,false
P005,Summit Residences 05,Materials,700066.95,false,false,46433.00,760489.66,-60422.71,false
P016,Wasatch Lodge 16,Equipment,22591.29,false,false,2874.92,19589.58,3001.71,false
P024,Aspen Retail 24,Permits & Fees,46410.05,false,false,3835.82,46513.85,-103.80,false
P026,Granite Commons 26,General Conditions,209540.68,false,false,19374.69,202176.68,7364.00,false
P028,Copper Office 28,Subcontractors,65979.14,false,false,0.00,66740.96,-761.82,false
P029,Copper Center 29,Equipment,34290.46,false,false,0.00,37343.47,-3053.01,false
P031,Summit Lodge 31,General Conditions,42480.00,false,false,2868.51,44963.17,-2483.17,false
P033,Bonneville Retail 33,General Conditions,76545.00,false,false,0.00,80705.70,-4160.70,false
P036,Bonneville Commons 36,Other,63834.00,false,false,6209.37,59114.79,4719.21,false
P041,Canyon Office 41,Equipment,59449.02,false,false,7055.42,51902.76,7546.26,false
P041,Canyon Office 41,General Conditions,103913.70,false,false,6223.48,103305.21,608.49,false
P043,Granite Medical 43,Subcontractors,287267.27,false,false,32516.26,264471.82,22795.45,false
P044,Copper Medical 44,Equipment,18416.00,false,false,3126.88,15999.41,2416.59,false
P045,Bonneville Office 45,Permits & Fees,47040.00,false,false,2010.90,41489.67,5550.33,false
P049,Wasatch Commons 49,Equipment,52662.71,false,false,9989.94,45687.00,6975.71,false
P049,Wasatch Commons 49,General Conditions,84189.85,false,false,20668.07,79995.36,4194.49,false
P051,Aspen Retail 51,Subcontractors,119896.00,false,false,0.00,122322.65,-2426.65,false
P053,Wasatch Center 53,Other,46302.65,false,false,5777.64,43379.23,2923.42,false
P056,Wasatch Office 56,Subcontractors,100406.04,false,false,4604.48,94329.92,6076.12,false
P060,Canyon Retail 60,Subcontractors,377311.08,false,false,65196.49,321501.08,55810.00,false
P068,Aspen Lodge 68,Materials,276604.53,false,false,0.00,295611.99,-19007.46,false
P069,Bonneville Retail 69,Subcontractors,212328.92,false,false,16994.84,217809.97,-5481.05,false
P076,Granite Center 76,Other,32397.80,false,false,3090.84,25384.98,7012.82,false
P086,Copper Center 86,Materials,100475.00,false,false,2606.62,62992.08,37482.92,false
P088,Copper Center 88,Materials,169054.29,false,false,28411.42,108353.25,60701.04,false
P090,Canyon Office 90,Materials,272794.33,false,false,64453.95,198293.44,74500.89,false
P011,Granite Residences 11,Permits & Fees,33200.00,false,false,3708.45,29529.48,3670.52,false
P013,Aspen Renovation 13,Permits & Fees,133044.00,false,false,19569.69,129434.93,3609.07,false
P016,Wasatch Lodge 16,General Conditions,36177.81,false,false,6697.77,34487.93,1689.88,false
P026,Granite Commons 26,Equipment,148763.61,false,false,19569.02,124786.35,23977.26,false
P029,Copper Center 29,General Conditions,60107.09,false,false,7299.00,58841.56,1265.53,false
P031,Summit Lodge 31,Equipment,26550.00,false,false,466.10,28433.08,-1883.08,false
P052,Summit Medical 52,Permits & Fees,48463.20,false,false,2934.10,43753.43,4709.77,false
P064,Juniper Commons 64,Other,40531.42,false,false,4303.15,31226.92,9304.50,false
P079,Canyon Center 79,Materials,306432.00,false,false,53551.02,244014.88,62417.12,false
P004,Juniper Medical 04,Permits & Fees,35958.46,false,false,1734.63,34549.22,1409.24,false
P044,Copper Medical 44,General Conditions,41436.00,false,false,4138.17,38466.59,2969.41,false
P061,Summit Center 61,Materials,658895.01,false,false,60703.73,713709.53,-54814.52,false
P033,Bonneville Retail 33,Equipment,34020.00,false,false,0.00,31909.28,2110.72,false
P003,Summit Center 03,Other,30180.73,false,false,1258.88,24353.59,5827.14,false
P006,Granite Commons 06,Permits & Fees,51428.00,false,false,7478.77,43386.75,8041.25,false
P014,Bonneville Lodge 14,Subcontractors,755842.00,false,false,0.00,799822.39,-43980.39,false
P017,Summit Retail 17,Subcontractors,256568.14,false,false,10279.09,275669.43,-19101.29,false
P018,Wasatch Renovation 18,Permits & Fees,36339.00,false,false,2601.48,36138.02,200.98,false
P027,Canyon Renovation 27,Other,52500.45,false,false,11463.04,41424.75,11075.70,false
P034,Bonneville Office 34,Permits & Fees,21496.00,false,false,0.00,23956.31,-2460.31,false
P039,Granite Commons 39,Materials,145225.00,false,false,8517.28,146723.70,-1498.70,false
P046,Granite Lodge 46,Subcontractors,313707.61,false,false,53143.20,269140.65,44566.96,false
P066,Canyon Medical 66,Equipment,23710.56,false,false,0.00,23554.88,155.68,false
P070,Granite Commons 70,Other,24919.51,false,false,0.00,23979.40,940.11,false
P075,Granite Lodge 75,Equipment,104330.00,false,false,0.00,97861.34,6468.66,false
P077,Canyon Residences 77,Materials,213854.68,false,false,22844.81,165000.57,48854.11,false
P080,Aspen Lodge 80,Other,13098.00,false,false,2295.90,7521.07,5576.93,false
P082,Wasatch Retail 82,General Conditions,106933.96,false,false,8847.31,94270.75,12663.21,false
P083,Wasatch Renovation 83,Equipment,55750.00,false,false,5050.19,51928.55,3821.45,false
P085,Summit Residences 85,Other,26877.95,false,false,0.00,25668.28,1209.67,false
P087,Copper Office 87,Materials,679699.04,false,false,23716.07,295577.51,384121.53,false
P091,Granite Medical 91,Equipment,90419.25,false,false,11637.21,65616.98,24802.27,false
P091,Granite Medical 91,General Conditions,144880.42,false,false,7457.96,129251.81,15628.61,false
P095,Summit Lodge 95,Permits & Fees,21200.00,false,false,1746.98,15642.22,5557.78,false
P096,Granite Center 96,Equipment,88284.00,false,false,0.00,26818.79,61465.21,false
P096,Granite Center 96,General Conditions,154497.00,false,false,0.00,48328.33,106168.67,false
P030,Granite Center 30,Materials,586080.44,false,false,96621.19,527197.83,58882.61,false
P037,Wasatch Medical 37,Other,29711.51,false,false,3550.53,28465.59,1245.92,false
P047,Granite Lodge 47,Equipment,90456.00,false,false,23760.39,62560.03,27895.97,false
P047,Granite Lodge 47,General Conditions,158298.00,false,false,24251.47,128851.88,29446.12,false
P050,Granite Lodge 50,Other,32249.09,false,false,3616.54,28424.04,3825.05,false
P066,Canyon Medical 66,General Conditions,53113.93,false,false,3940.76,46627.39,6486.54,false
P071,Wasatch Office 71,Other,13176.47,false,false,340.57,13085.94,90.53,false
P075,Granite Lodge 75,General Conditions,146062.00,false,false,2372.44,150297.36,-4235.36,false
P082,Wasatch Retail 82,Equipment,61193.37,false,false,3552.79,55555.68,5637.69,false
P083,Wasatch Renovation 83,General Conditions,89200.00,false,false,15297.33,80295.68,8904.32,false
P012,Canyon Retail 12,Materials,323268.62,false,false,49545.58,317870.19,5398.43,false
P054,Granite Office 54,Other,12449.41,false,false,1043.10,9979.39,2470.02,false
P003,Summit Center 03,Permits & Fees,88328.74,false,false,12702.38,77720.69,10608.05,false
P006,Granite Commons 06,Other,38571.00,false,false,1176.57,41091.43,-2520.43,false
P008,Bonneville Renovation 08,Equipment,92760.00,false,false,0.00,91869.58,890.42,false
P008,Bonneville Renovation 08,General Conditions,162330.00,false,false,13476.13,148756.59,13573.41,false
P012,Canyon Retail 12,Subcontractors,348189.40,false,false,71929.70,291763.27,56426.13,false
P018,Wasatch Renovation 18,Other,36339.00,false,false,5498.44,35530.55,808.45,false
P022,Juniper Medical 22,Equipment,148030.18,false,false,16648.87,125974.00,22056.18,false
P022,Juniper Medical 22,General Conditions,207823.63,false,false,28962.89,189178.61,18645.02,false
P027,Canyon Renovation 27,Permits & Fees,69681.45,false,false,11018.63,64702.02,4979.43,false
P032,Granite Residences 32,Equipment,89862.70,false,false,0.00,99374.40,-9511.70,false
P032,Granite Residences 32,General Conditions,144039.50,false,false,16713.41,152853.01,-8813.51,false
P034,Bonneville Office 34,Other,16122.00,false,false,1990.94,17221.85,-1099.85,false
P037,Wasatch Medical 37,Permits & Fees,39530.53,false,false,5532.02,36141.26,3389.27,false
P039,Granite Commons 39,Subcontractors,162652.00,false,false,4371.57,166982.84,-4330.84,false
P040,Summit Commons 40,Equipment,42324.33,false,false,9514.21,30692.57,11631.76,false
P040,Summit Commons 40,General Conditions,74000.89,false,false,5413.24,67738.29,6262.60,false
P046,Granite Lodge 46,Materials,255962.80,false,false,0.00,282902.93,-26940.13,false
P048,Bonneville Office 48,Equipment,20645.04,false,false,2596.61,19105.83,1539.21,false
P050,Granite Lodge 50,Permits & Fees,42923.10,false,false,2044.63,44517.16,-1594.06,false
P054,Granite Office 54,Permits & Fees,12449.43,false,false,569.69,11540.71,908.72,false
P058,Bonneville Medical 58,Equipment,15844.00,false,false,3203.01,12959.31,2884.69,false
P071,Wasatch Office 71,Permits & Fees,38656.46,false,false,2488.74,41015.18,-2358.72,false
P074,Copper Center 74,Equipment,64975.00,false,false,7916.61,53356.61,11618.39,false
P074,Copper Center 74,General Conditions,103960.00,false,false,5100.80,99457.42,4502.58,false
P077,Canyon Residences 77,Subcontractors,278759.38,false,false,43066.29,192104.36,86655.02,false
P078,Aspen Residences 78,Equipment,61741.98,false,false,6438.69,43034.54,18707.44,false
P078,Aspen Residences 78,General Conditions,86641.97,false,false,5953.69,68712.57,17929.40,false
P080,Aspen Lodge 80,Permits & Fees,17464.00,false,false,357.02,13103.41,4360.59,false
P081,Canyon Center 81,Equipment,37825.00,false,false,2004.98,26297.43,11527.57,false
P081,Canyon Center 81,General Conditions,60520.00,false,false,4201.82,44011.83,16508.17,false
P087,Copper Office 87,Subcontractors,632167.91,false,false,24933.16,267844.26,364323.65,false
P089,Aspen Center 89,Equipment,48935.00,false,false,1101.88,5032.15,43902.85,false
P095,Summit Lodge 95,Other,15900.00,false,false,917.33,11719.51,4180.49,false
P010,Juniper Office 10,Equipment,28421.71,false,false,2760.53,23762.43,4659.28,false
P014,Bonneville Lodge 14,Materials,682696.00,false,false,56529.18,699624.33,-16928.33,false
P030,Granite Center 30,Subcontractors,389225.37,false,false,102645.06,301558.44,87666.93,false
P048,Bonneville Office 48,General Conditions,45930.40,false,false,13039.31,37634.54,8295.86,false
P058,Bonneville Medical 58,General Conditions,35649.00,false,false,1561.32,35047.79,601.21,false
P070,Granite Commons 70,Permits & Fees,73119.51,false,false,10787.62,71897.54,1221.97,false
P010,Juniper Office 10,General Conditions,45571.52,false,false,3490.81,38787.99,6783.53,false
P089,Aspen Center 89,General Conditions,68509.00,false,false,0.00,9621.82,58887.18,false
P017,Summit Retail 17,Materials,403453.80,false,false,50963.48,387180.73,16273.07,false
P085,Summit Residences 85,Permits & Fees,26877.95,false,false,0.00,23078.72,3799.23,false
P004,Juniper Medical 04,Subcontractors,259083.23,false,false,44585.17,226534.08,32549.15,false
P005,Summit Residences 05,Other,49494.69,false,false,10037.28,43312.70,6181.99,false
P011,Granite Residences 11,Subcontractors,257300.00,false,false,47909.50,240174.78,17125.22,false
P013,Aspen Renovation 13,Subcontractors,687394.00,false,false,36979.93,665428.78,21965.22,false
P015,Juniper Residences 15,General Conditions,94300.02,false,false,17063.14,86464.67,7835.35,false
P020,Wasatch Commons 20,Equipment,29475.92,false,false,0.00,30454.32,-978.40,false
P021,Copper Center 21,Equipment,80305.40,false,false,15463.99,74658.69,5646.71,false
P021,Copper Center 21,General Conditions,139875.99,false,false,23151.78,132683.88,7192.11,false
P028,Copper Office 28,Permits & Fees,9193.71,false,false,696.30,8330.96,862.75,false
P035,Aspen Office 35,General Conditions,83352.00,false,false,17361.71,67811.59,15540.41,false
P043,Granite Medical 43,Permits & Fees,36804.91,false,false,1848.04,34379.38,2425.53,false
P045,Bonneville Office 45,Subcontractors,329280.00,false,false,0.00,298974.86,30305.14,false
P052,Summit Medical 52,Subcontractors,336462.21,false,false,69078.46,275775.51,60686.70,false
P053,Wasatch Center 53,Materials,362818.48,false,false,42616.99,350613.36,12205.12,false
P056,Wasatch Office 56,Permits & Fees,14126.23,false,false,310.19,13376.74,749.49,false
P060,Canyon Retail 60,Permits & Fees,41443.97,false,false,3037.87,38590.86,2853.11,false
P062,Granite Residences 62,Equipment,96848.22,false,false,0.00,103925.60,-7077.38,false
P062,Granite Residences 62,General Conditions,168805.03,false,false,25383.31,170589.60,-1784.57,false
P064,Juniper Commons 64,Materials,329686.91,false,false,0.00,321240.91,8446.00,false
P076,Granite Center 76,Materials,267588.97,false,false,13211.55,231448.59,36140.38,false
P079,Canyon Center 79,Other,38304.00,false,false,6667.13,30416.52,7887.48,false
P015,Juniper Residences 15,Equipment,42318.21,false,false,2439.53,42339.42,-21.21,false
P024,Aspen Retail 24,Subcontractors,333229.66,false,false,13480.33,331922.30,1307.36,false
P035,Aspen Office 35,Equipment,52095.00,false,false,5491.67,48165.49,3929.51,false
P036,Bonneville Commons 36,Materials,510672.00,false,false,59816.42,468806.01,41865.99,false
P051,Aspen Retail 51,Permits & Fees,17128.00,false,false,0.00,16888.32,239.68,false
P061,Summit Center 61,Other,47210.43,false,false,2666.47,41993.82,5216.61,false
P069,Bonneville Retail 69,Permits & Fees,27848.22,false,false,743.22,27929.94,-81.72,false
P088,Copper Center 88,Other,21059.89,false,false,806.95,16191.17,4868.72,false
P090,Canyon Office 90,Other,27623.14,false,false,2830.23,21544.32,6078.82,false
P020,Wasatch Commons 20,General Conditions,51376.20,false,false,4466.76,47575.37,3800.83,false
P068,Aspen Lodge 68,Other,25374.78,false,false,1228.11,22304.40,3070.38,false
P086,Copper Center 86,Other,12057.00,false,false,1091.93,5882.53,6174.47,false
P001,Juniper Retail 01,Subcontractors,232248.25,false,false,0.00,232027.57,220.68,false
P003,Summit Center 03,Equipment,59808.11,false,false,2058.58,51385.69,8422.42,false
P003,Summit Center 03,General Conditions,104525.85,false,false,11417.55,92987.91,11537.94,false
P008,Bonneville Renovation 08,Permits & Fees,139140.00,false,false,10714.68,138860.19,279.81,false
P022,Juniper Medical 22,Permits & Fees,88963.45,false,false,10740.70,77082.48,11880.97,false
P023,Summit Office 23,Materials,740283.00,false,false,124570.46,688453.53,51829.47,false
P027,Canyon Renovation 27,Equipment,87341.18,false,false,18990.48,69042.06,18299.12,false
P027,Canyon Renovation 27,General Conditions,139841.63,false,false,21518.46,129267.48,10574.15,false
P032,Granite Residences 32,Permits & Fees,71371.80,false,false,7867.14,67139.04,4232.76,false
P037,Wasatch Medical 37,General Conditions,79188.32,false,false,4259.08,80505.61,-1317.29,false
P038,Canyon Renovation 38,Subcontractors,179797.56,false,false,0.00,194605.31,-14807.75,false
P040,Summit Commons 40,Permits & Fees,31676.56,false,false,4788.25,26156.96,5519.60,false
P047,Granite Lodge 47,Other,45228.00,false,false,8337.00,37952.11,7275.89,false
P054,Granite Office 54,Equipment,16625.14,false,false,0.00,15078.63,1546.51,false
P054,Granite Office 54,General Conditions,29074.57,false,false,1363.04,27546.30,1528.27,false
P059,Aspen Residences 59,Subcontractors,145740.00,false,false,19271.72,136883.06,8856.94,false
P063,Summit Office 63,Subcontractors,302372.88,false,false,35078.83,297838.21,4534.67,false
P070,Granite Commons 70,Equipment,49429.26,false,false,6426.49,44767.66,4661.60,false
P071,Wasatch Office 71,Equipment,26134.69,false,false,1787.43,25286.24,848.45,false
P071,Wasatch Office 71,General Conditions,45681.15,false,false,3689.46,45364.84,316.31,false
P075,Granite Lodge 75,Other,62598.00,false,false,5101.38,60931.54,1666.46,false
P080,Aspen Lodge 80,General Conditions,39294.00,false,false,1165.34,31974.61,7319.39,false
P081,Canyon Center 81,Permits & Fees,30260.00,false,false,2641.86,19518.25,10741.75,false
P082,Wasatch Retail 82,Other,45740.59,false,false,0.00,39569.79,6170.80,false
P083,Wasatch Renovation 83,Other,33450.00,false,false,3284.05,30718.24,2731.76,false
P085,Summit Residences 85,Equipment,44753.42,false,false,1142.47,40787.99,3965.43,false
P089,Aspen Center 89,Permits & Fees,29361.00,false,false,329.09,3576.67,25784.33,false
P091,Granite Medical 91,Other,54461.15,false,false,7681.32,41570.58,12890.57,false
P096,Granite Center 96,Other,44142.00,false,false,2701.22,12267.02,31874.98,false
P009,Wasatch Retail 09,Materials,138400.00,false,false,11806.81,147878.70,-9478.70,false
P010,Juniper Office 10,Permits & Fees,22543.81,false,false,1685.05,19431.50,3112.31,false
P025,Aspen Medical 25,Subcontractors,612723.56,false,false,113418.61,505562.83,107160.73,false
P050,Granite Lodge 50,Equipment,43036.65,false,false,5162.90,40075.87,2960.78,false
P050,Granite Lodge 50,General Conditions,96633.75,false,false,6885.29,102078.96,-5445.21,false
P066,Canyon Medical 66,Other,17749.38,false,false,1630.74,13942.13,3807.25,false
P070,Granite Commons 70,General Conditions,86398.76,false,false,7211.57,84390.61,2008.15,false
P074,Copper Center 74,Permits & Fees,51980.00,false,false,4067.15,45168.01,6811.99,false
P078,Aspen Residences 78,Permits & Fees,37095.99,false,false,3792.33,26725.41,10370.58,false
P080,Aspen Lodge 80,Equipment,17464.00,false,false,305.19,14052.41,3411.59,false
P085,Summit Residences 85,General Conditions,62758.37,false,false,4149.37,53701.73,9056.64,false
P002,Wasatch Renovation 02,Materials,165900.00,false,false,11284.34,156686.28,9213.72,false
P019,Wasatch Center 19,Subcontractors,86827.98,false,false,14880.03,79992.03,6835.95,false
P058,Bonneville Medical 58,Permits & Fees,15844.00,false,false,900.42,14897.26,946.74,false
P084,Bonneville Renovation 84,Materials,266075.00,false,false,65624.72,176400.77,89674.23,false
P037,Wasatch Medical 37,Equipment,49476.79,false,false,0.00,49880.99,-404.20,false
P048,Bonneville Office 48,Permits & Fees,20347.36,false,false,1217.80,20286.63,60.73,false
P004,Juniper Medical 04,Other,27252.47,false,false,1286.96,23633.05,3619.42,false
P005,Summit Residences 05,Subcontractors,760026.24,false,false,0.00,775461.62,-15435.38,false
P011,Granite Residences 11,Other,24900.00,false,false,0.00,23549.40,1350.60,false
P013,Aspen Renovation 13,Other,44348.00,false,false,2971.02,43333.31,1014.69,false
P024,Aspen Retail 24,Other,35129.06,false,false,6035.91,30018.45,5110.61,false
P028,Copper Office 28,Materials,59895.42,false,false,13813.38,44129.04,15766.38,false
P036,Bonneville Commons 36,Permits & Fees,85112.00,false,false,9993.49,70590.96,14521.04,false
P042,Juniper Residences 42,Equipment,102621.97,false,false,6605.47,104714.78,-2092.81,false
P042,Juniper Residences 42,General Conditions,164323.61,false,false,6841.24,182088.20,-17764.59,false
P043,Granite Medical 43,Materials,224358.55,false,false,54601.87,170938.09,53420.46,false
P045,Bonneville Office 45,Other,35280.00,false,false,2429.59,32729.01,2550.99,false
P051,Aspen Retail 51,Materials,107050.00,false,false,7909.38,101056.18,5993.82,false
P052,Summit Medical 52,Other,48463.19,false,false,769.07,46165.37,2297.82,false
P053,Wasatch Center 53,Permits & Fees,62053.66,false,false,5718.64,58844.78,3208.88,false
P055,Canyon Lodge 55,General Conditions,101944.00,false,false,22151.76,90966.01,10977.99,false
P056,Wasatch Office 56,Materials,90572.60,false,false,1262.63,82904.31,7668.29,false
P060,Canyon Retail 60,Materials,406698.50,false,false,35207.87,384352.27,22346.23,false
P061,Summit Center 61,Subcontractors,733812.92,false,false,56245.74,733224.55,588.37,false
P065,Aspen Lodge 65,General Conditions,54288.00,false,false,13196.97,46080.55,8207.45,false
P068,Aspen Lodge 68,Subcontractors,176776.08,false,false,8512.66,169946.87,6829.21,false
P069,Bonneville Retail 69,Materials,161011.46,false,false,25776.91,142366.77,18644.69,false
P076,Granite Center 76,Permits & Fees,42846.81,false,false,4659.72,31863.64,10983.17,false
P079,Canyon Center 79,Subcontractors,395808.00,false,false,98064.64,266570.52,129237.48,false
P086,Copper Center 86,Subcontractors,112532.00,false,false,0.00,69482.88,43049.12,false
P088,Copper Center 88,Subcontractors,217846.56,false,false,0.00,172246.95,45599.61,false
P090,Canyon Office 90,Subcontractors,252708.47,false,false,25374.52,202395.35,50313.12,false
P093,Granite Office 93,Equipment,122895.00,false,false,4740.46,88380.51,34514.49,false
P093,Granite Office 93,General Conditions,172053.00,false,false,10404.09,125684.79,46368.21,false
P094,Copper Commons 94,General Conditions,129686.56,false,false,11737.77,52931.53,76755.03,false
P055,Canyon Lodge 55,Equipment,63715.00,false,false,4588.22,62249.79,1465.21,false
P064,Juniper Commons 64,Permits & Fees,53815.43,false,false,6319.38,48104.19,5711.24,false
P065,Aspen Lodge 65,Equipment,33930.00,false,false,2429.67,32275.24,1654.76,false
P094,Copper Commons 94,Equipment,74287.94,false,false,4404.00,30172.78,44115.16,false
P053,Wasatch Center 53,Labor,379995.00,false,false,0.00,0.00,379995.00,true
P036,Bonneville Commons 36,Labor,531950.00,false,false,0.00,0.00,531950.00,true
P064,Juniper Commons 64,Labor,341951.76,false,false,0.00,0.00,341951.76,true
P076,Granite Center 76,Labor,276461.75,false,false,0.00,0.00,276461.75,true
P069,Bonneville Retail 69,Labor,169037.14,false,false,0.00,0.00,169037.14,true
P051,Aspen Retail 51,Labor,115614.00,false,false,0.00,0.00,115614.00,true
P056,Wasatch Office 56,Labor,97167.27,false,false,0.00,0.00,97167.27,true
P043,Granite Medical 43,Labor,232942.18,false,false,0.00,0.00,232942.18,true
P028,Copper Office 28,Labor,63992.85,false,false,0.00,0.00,63992.85,true
P060,Canyon Retail 60,Labor,364775.04,false,false,0.00,0.00,364775.04,true
P088,Copper Center 88,Labor,175942.45,false,false,0.00,0.00,175942.45,true
P061,Summit Center 61,Labor,515725.36,false,false,0.00,0.00,515725.36,true
P068,Aspen Lodge 68,Labor,266846.86,false,false,0.00,0.00,266846.86,true
P090,Canyon Office 90,Labor,244715.61,false,false,0.00,0.00,244715.61,true
P005,Summit Residences 05,Labor,556938.93,false,false,0.00,0.00,556938.93,true
P079,Canyon Center 79,Labor,319200.00,false,false,0.00,0.00,319200.00,true
P086,Copper Center 86,Labor,108513.00,false,false,0.00,0.00,108513.00,true
P024,Aspen Retail 24,Labor,323234.71,false,false,0.00,0.00,323234.71,true
P045,Bonneville Office 45,Labor,317520.00,false,false,0.00,0.00,317520.00,true
P013,Aspen Renovation 13,Labor,487828.00,false,false,0.00,0.00,487828.00,true
P004,Juniper Medical 04,Labor,251511.70,false,false,0.00,0.00,251511.70,true
P052,Summit Medical 52,Labor,508941.41,false,false,0.00,0.00,508941.41,true
P011,Granite Residences 11,Labor,207500.00,false,false,0.00,0.00,207500.00,true
P007,Wasatch Renovation 07,Labor,486980.52,false,false,0.00,0.00,486980.52,true
P092,Copper Retail 92,Labor,204531.46,false,false,0.00,0.00,204531.46,true
P057,Juniper Commons 57,Labor,213786.00,false,false,0.00,0.00,213786.00,true
P073,Canyon Commons 73,Labor,490438.00,false,false,0.00,0.00,490438.00,true
P067,Copper Office 67,Labor,149138.24,false,false,0.00,0.00,149138.24,true
P072,Aspen Office 72,Labor,239292.30,false,false,0.00,0.00,239292.30,true
P033,Bonneville Retail 33,Labor,229635.00,false,false,0.00,0.00,229635.00,true
P044,Copper Medical 44,Labor,124308.00,false,false,0.00,0.00,124308.00,true
P026,Granite Commons 26,Labor,794870.57,false,false,0.00,0.00,794870.57,true
P016,Wasatch Lodge 16,Labor,115179.12,false,false,0.00,0.00,115179.12,true
P029,Copper Center 29,Labor,183657.74,false,false,0.00,0.00,183657.74,true
P031,Summit Lodge 31,Labor,132750.00,false,false,0.00,0.00,132750.00,true
P049,Wasatch Commons 49,Labor,258379.56,false,false,0.00,0.00,258379.56,true
P041,Canyon Office 41,Labor,333073.87,false,false,0.00,0.00,333073.87,true
P042,Juniper Residences 42,Labor,522102.34,false,false,0.00,0.00,522102.34,true
P055,Canyon Lodge 55,Labor,318575.00,false,false,0.00,0.00,318575.00,true
P093,Granite Office 93,Labor,639054.00,false,false,0.00,0.00,639054.00,true
P065,Aspen Lodge 65,Labor,169650.00,false,false,0.00,0.00,169650.00,true
P094,Copper Commons 94,Labor,424450.05,false,false,0.00,0.00,424450.05,true
P015,Juniper Residences 15,Labor,290227.70,false,false,0.00,0.00,290227.70,true
P035,Aspen Office 35,Labor,260475.00,false,false,0.00,0.00,260475.00,true
P021,Copper Center 21,Labor,637511.16,false,false,0.00,0.00,637511.16,true
P062,Granite Residences 62,Labor,566632.78,false,false,0.00,0.00,566632.78,true
P020,Wasatch Commons 20,Labor,233191.54,false,false,0.00,0.00,233191.54,true
P006,Granite Commons 06,Labor,321425.00,false,false,0.00,0.00,321425.00,true
P018,Wasatch Renovation 18,Labor,314938.00,false,false,0.00,0.00,314938.00,true
P034,Bonneville Office 34,Labor,134350.00,false,false,0.00,0.00,134350.00,true
P095,Summit Lodge 95,Labor,143100.00,false,false,0.00,0.00,143100.00,true
P030,Granite Center 30,Labor,561215.40,false,false,0.00,0.00,561215.40,true
P077,Canyon Residences 77,Labor,223530.30,false,false,0.00,0.00,223530.30,true
P039,Granite Commons 39,Labor,156843.00,false,false,0.00,0.00,156843.00,true
P012,Canyon Retail 12,Labor,258442.69,false,false,0.00,0.00,258442.69,true
P087,Copper Office 87,Labor,609458.16,false,false,0.00,0.00,609458.16,true
P997,,Labor,42000.00,false,true,0.00,0.00,42000.00,true
P014,Bonneville Lodge 14,Labor,536404.00,false,false,0.00,0.00,536404.00,true
